lat	lon	alt
29.8171333	30.826124	70.0
29.8194325	30.8266282	70.0
29.81959787001964	30.82565367339942	70
29.8199352	30.8247399	70.0
29.818904250024925	30.82448155822142	70
29.8178501	30.8244288	70.0
29.8166028	30.8241069	70.0
29.8162863	30.8252442	70.0
